,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,Unnamed: 9,2P_FGAxDist,0_3_FGAxDist,3_10_FGAxDist,10_16_FGAxDist,16_3P_FGAxDist,3P_FGAxDist,Unnamed: 16,2P_FGPxDist,0_3_FGPxDist,3_10_FGPxDist,10_16_FGPxDist,16_3P_FGPxDist,3P_FGPxDist,Unnamed: 23,2PAstP,3PAstP,Unnamed: 26,Dunks_FGA,Num_Dunks,Unnamed: 29,Corner_3PFGA,Corner_3PP,Unnamed: 32,Heaves_Att,Heaves_Made,Season
0,1,Quincy Acy,PF,24,NYK,68,1287,.459,12.8,,.819,.296,.094,.133,.296,.181,,.494,.673,.419,.409,.378,.300,,.724,1.000,,.106,33,,.383,.261,,1,0,2015
1,2,Jordan Adams,SG,20,MEM,30,248,.407,13.1,,.709,.267,.174,.081,.186,.291,,.410,.565,.267,.714,.188,.400,,.600,.900,,.000,0,,.360,.222,,0,0,2015
2,3,Steven Adams,C,21,OKC,70,1771,.544,3.3,,.995,.599,.356,.038,.003,.005,,.547,.644,.408,.333,.000,.000,,.650,,,.213,72,,.000,,,1,0,2015
3,4,Jeff Adrien,PF,28,MIN,17,215,.432,5.3,,1.000,.523,.250,.114,.114,.000,,.432,.522,.273,.400,.400,,,.632,,,.068,2,,,,,0,0,2015
4,5,Arron Afflalo,SG,29,TOT,78,2502,.424,16.3,,.623,.124,.136,.161,.202,.377,,.466,.573,.375,.486,.447,.354,,.549,.958,,.000,0,,.387,.341,,0,0,2015
5,5,Arron Afflalo,SG,29,DEN,53,1750,.428,16.2,,.630,.117,.148,.170,.195,.370,,.481,.571,.361,.500,.500,.337,,.543,.976,,.000,0,,.383,.355,,0,0,2015
6,5,Arron Afflalo,SG,29,POR,25,752,.414,16.7,,.604,.145,.101,.132,.225,.396,,.423,.576,.435,.433,.314,.400,,.569,.917,,.000,0,,.400,.306,,0,0,2015
7,6,Alexis Ajinça,C,26,NOP,68,957,.550,7.2,,1.000,.340,.353,.198,.106,.000,,.550,.616,.552,.508,.429,,,.613,,,.088,28,,,,,0,0,2015
8,7,Furkan Aldemir,PF,23,PHI,41,540,.513,5.9,,.936,.628,.167,.013,.128,.064,,.548,.694,.154,1.000,.300,.000,,.450,,,.128,10,,.000,,,0,0,2015
9,8,Cole Aldrich,C,26,NYK,61,976,.478,4.7,,1.000,.349,.571,.060,.007,.000,,.478,.695,.366,.333,.000,,,.653,,,.093,26,,,,,0,0,2015
10,9,LaMarcus Aldridge,PF,29,POR,71,2512,.466,12.8,,.926,.192,.164,.206,.365,.074,,.475,.701,.448,.392,.415,.352,,.468,.919,,.020,27,,.295,.355,,1,0,2015
11,10,Lavoy Allen,C,25,IND,63,1070,.472,10.3,,1.000,.308,.224,.090,.378,.000,,.472,.707,.403,.259,.372,,,.674,,,.030,8,,,,,0,0,2015
12,11,Tony Allen,SG,33,MEM,63,1648,.495,4.7,,.936,.690,.165,.031,.051,.064,,.505,.564,.333,.500,.261,.345,,.595,1.000,,.053,22,,.621,.333,,0,0,2015
13,12,Al-Farouq Aminu,SF,24,DAL,74,1366,.412,11.4,,.653,.406,.140,.036,.070,.347,,.485,.628,.240,.538,.120,.274,,.673,1.000,,.132,42,,.500,.306,,0,0,2015
14,13,Lou Amundson,PF,32,TOT,53,937,.427,5.3,,.996,.494,.318,.122,.055,.004,,.429,.468,.358,.387,.500,.000,,.670,,,.071,16,,.000,,,1,0,2015
15,13,Lou Amundson,PF,32,CLE,12,79,.333,3.6,,1.000,.500,.500,.000,.000,.000,,.333,.333,.333,,,,,.750,,,.167,1,,,,,0,0,2015
16,13,Lou Amundson,PF,32,NYK,41,858,.432,5.4,,.996,.494,.309,.128,.058,.004,,.434,.475,.360,.387,.500,.000,,.667,,,.066,15,,.000,,,1,0,2015
17,14,Chris Andersen,C,36,MIA,60,1132,.580,5.5,,.937,.705,.082,.043,.097,.063,,.598,.671,.412,.333,.400,.308,,.784,1.000,,.271,52,,.538,.571,,3,0,2015
18,15,Alan Anderson,SG,32,BRK,74,1744,.443,16.1,,.523,.230,.111,.095,.086,.477,,.530,.683,.449,.452,.289,.348,,.541,.822,,.025,10,,.362,.434,,5,0,2015
19,16,Kyle Anderson,SF,21,SAS,33,358,.348,11.4,,.876,.258,.213,.180,.225,.124,,.359,.565,.316,.250,.250,.273,,.357,1.000,,.022,2,,.545,.500,,0,0,2015
20,17,Ryan Anderson,PF,26,NOP,61,1675,.399,17.0,,.508,.211,.095,.082,.119,.492,,.457,.558,.464,.333,.356,.340,,.379,.943,,.010,6,,.148,.340,,3,0,2015
21,18,Giannis Antetokounmpo,SG,20,MIL,81,2541,.491,7.6,,.944,.506,.178,.067,.192,.056,,.511,.646,.288,.423,.393,.159,,.519,.857,,.129,95,,.159,.143,,1,0,2015
22,19,Carmelo Anthony,SF,30,NYK,40,1428,.444,14.4,,.778,.221,.089,.184,.284,.222,,.474,.584,.417,.412,.445,.341,,.380,.787,,.020,15,,.089,.625,,1,0,2015
23,20,Joel Anthony,C,32,DET,49,406,.581,4.0,,1.000,.516,.371,.113,.000,.000,,.581,.813,.304,.429,,,,.722,,,.161,10,,,,,0,0,2015
24,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,2015
25,21,Pero Antić,C,32,ATL,63,1037,.365,17.8,,.416,.240,.034,.037,.105,.584,,.455,.549,.400,.273,.323,.301,,.714,1.000,,.020,6,,.173,.167,,0,0,2015
26,22,Trevor Ariza,SF,29,HOU,82,2930,.402,17.6,,.390,.225,.047,.035,.081,.610,,.485,.615,.349,.188,.338,.350,,.581,.933,,.056,47,,.377,.421,,0,0,2015
27,23,Darrell Arthur,PF,26,DEN,58,988,.404,16.8,,.714,.138,.063,.138,.375,.286,,.471,.623,.458,.434,.431,.236,,.791,.962,,.034,11,,.173,.158,,1,0,2015
28,24,Ömer Aşık,C,28,NOP,76,1982,.517,1.8,,1.000,.896,.090,.012,.002,.000,,.517,.553,.216,.200,.000,,,.690,,,.223,81,,,,,0,0,2015
29,25,D.J. Augustin,PG,27,TOT,82,1964,.399,14.2,,.620,.250,.209,.057,.104,.380,,.436,.599,.319,.324,.343,.337,,.154,.590,,.000,0,,.179,.386,,6,0,2015
30,25,D.J. Augustin,PG,27,DET,54,1287,.410,13.2,,.675,.282,.226,.054,.113,.325,,.450,.615,.337,.280,.346,.327,,.129,.490,,.000,0,,.140,.286,,4,0,2015
31,25,D.J. Augustin,PG,27,OKC,28,677,.371,16.8,,.484,.172,.167,.065,.081,.516,,.389,.531,.258,.417,.333,.354,,.257,.735,,.000,0,,.240,.478,,2,0,2015
32,26,Jeff Ayres,PF,27,SAS,51,383,.579,4.2,,1.000,.653,.189,.116,.042,.000,,.579,.710,.389,.273,.250,,,.727,,,.221,17,,,,,0,0,2015
33,27,Luke Babbitt,SF,25,NOP,63,830,.479,18.3,,.401,.094,.135,.099,.073,.599,,.429,.500,.423,.368,.429,.513,,.515,1.000,,.005,1,,.426,.551,,0,0,2015
34,28,Cameron Bairstow,PF,24,CHI,18,64,.214,10.4,,1.000,.357,.143,.071,.429,.000,,.214,.200,.000,.000,.333,,,.667,,,.000,0,,,,,0,0,2015
35,29,Leandro Barbosa,SG,32,GSW,66,982,.474,12.2,,.710,.368,.137,.088,.114,.290,,.511,.655,.377,.294,.386,.384,,.643,.884,,.000,0,,.259,.483,,1,0,2015
36,30,J.J. Barea,PG,30,DAL,77,1362,.420,12.8,,.688,.257,.243,.088,.101,.312,,.463,.551,.415,.404,.407,.323,,.152,.648,,.000,0,,.156,.538,,1,0,2015
37,31,Andrea Bargnani,C,29,NYK,29,785,.454,13.2,,.886,.147,.188,.202,.330,.114,,.466,.604,.441,.452,.445,.366,,.685,1.000,,.019,7,,.000,,,0,0,2015
38,32,Harrison Barnes,SF,22,GSW,82,2318,.482,13.3,,.672,.309,.122,.081,.160,.328,,.519,.685,.325,.415,.400,.405,,.611,.977,,.104,66,,.526,.478,,1,0,2015
39,33,Matt Barnes,SF,34,LAC,76,2271,.444,16.4,,.397,.253,.096,.014,.030,.603,,.569,.684,.333,.444,.474,.362,,.723,.985,,.032,18,,.468,.375,,0,0,2015
40,34,Earl Barron,C,33,PHO,16,143,.308,12.9,,.897,.282,.051,.205,.359,.103,,.286,.091,.000,.500,.357,.500,,.900,1.000,,.000,0,,.250,1.000,,0,0,2015
41,35,Will Barton,SG,24,TOT,58,983,.425,11.3,,.759,.346,.210,.085,.119,.241,,.474,.615,.405,.133,.429,.271,,.472,.696,,.071,24,,.294,.240,,2,0,2015
42,35,Will Barton,SG,24,POR,30,300,.380,10.6,,.820,.400,.170,.110,.140,.180,,.415,.625,.294,.000,.286,.222,,.588,.250,,.080,8,,.444,.250,,1,0,2015
43,35,Will Barton,SG,24,DEN,28,683,.443,11.6,,.735,.324,.225,.075,.111,.265,,.500,.610,.439,.211,.500,.284,,.430,.789,,.067,16,,.254,.235,,1,0,2015
44,36,Brandon Bass,PF,29,BOS,82,1929,.504,9.6,,.953,.366,.132,.183,.272,.047,,.515,.684,.322,.400,.457,.281,,.690,1.000,,.149,94,,.875,.321,,0,0,2015
45,37,Nicolas Batum,SF,26,POR,71,2380,.400,17.9,,.485,.180,.040,.078,.187,.515,,.481,.694,.292,.404,.348,.324,,.564,.770,,.033,20,,.207,.359,,0,0,2015
46,38,Jerryd Bayless,PG,26,MIL,77,1717,.426,14.0,,.767,.242,.126,.078,.322,.233,,.462,.600,.385,.375,.410,.308,,.404,.973,,.029,15,,.425,.275,,1,0,2015
47,39,Aron Baynes,C,28,SAS,70,1122,.566,5.1,,.988,.554,.272,.089,.073,.012,,.570,.635,.506,.448,.458,.250,,.793,1.000,,.131,40,,.250,.000,,0,0,2015
